"Record ID","First Name","Last Name","Email","Phone Number","Lead Status","Favorite Content Topics","Preferred channels","Create Date"
"282618197723","Andrew","Anderson","andrew.anderson@harrison-gibson.org"," +1 640-775-1430","","","","2025-10-12 14:28"
"282683554511","Donald","Walker","donald.walker@washington-jones.net"," +1 652-549-4020","","","","2025-10-12 14:28"
"282675567305","Paul","Clark","paul.clark@anderson-ltd.co"," +1 802-961-3531","","","","2025-10-12 14:28"
"282622301889","Anthony","Flores","anthony.flores@smith-garrison-and-thomas.co"," +1 968-359-4878","","","","2025-10-12 14:28"
"282681751245","Michelle","Harris","michelle.harris@keith-alvarez-and-miller.com"," +1 835-900-4945","","","","2025-10-12 14:28"
"282614402755","Robert","Carter","robert.carter@elliott-bishop-and-martin.ai"," +1 975-380-8708","","","","2025-10-12 14:28"
"282541712103","Anthony","Moore","anthony.moore@caldwell-sullivan.io"," +1 421-974-9394","","","","2025-10-12 14:28"
"282681751246","Joshua","Thompson","joshua.thompson@barber-walker.biz"," +1 425-852-4115","","","","2025-10-12 14:28"
"282675567304","Patricia","Sanchez","patricia.sanchez@cox-brown.com"," +1 483-395-3001","","","","2025-10-12 14:28"
"282675567303","Charles","Mitchell","charles.mitchell@mendez-ltd.io"," +1 547-318-8673","","","","2025-10-12 14:28"
"282619995847","William","Green","william.green@hughes-miller.io"," +1 971-703-2680","","","","2025-10-12 14:28"
"281678941917","Jennifer","Lee","jennifer.lee@duncan-inc.io"," +1 459-532-2899","","","","2025-10-12 14:28"
"282681751244","Melissa","Wright","melissa.wright@fox-ochoa-and-adams.io"," +1 981-907-4033","","","","2025-10-12 14:28"
"282669414091","Paul","White","paul.white@mendez-ltd.io"," +1 744-714-5465","","","","2025-10-12 14:28"
"281922239214","Donald","Thompson","donald.thompson@ramirez-and-sons.org"," +1 541-766-9903","","","","2025-10-12 14:28"
"282675567302","Thomas","Green","thomas.green@norris-callahan-and-bishop.biz"," +1 804-878-4241","","","","2025-10-12 14:28"
"282599542520","George","Nguyen","george.nguyen@hill-hawkins.com"," +1 475-531-5022","","","","2025-10-12 14:28"
"282669414092","Barbara","Martinez","barbara.martinez@johnson-williams.org"," +1 780-874-7566","","","","2025-10-12 14:28"
"282669414090","Joshua","Garcia","joshua.garcia@olson-wood-and-peters.biz"," +1 254-360-3579","","","","2025-10-12 14:28"
"282669414089","Emily","Martinez","emily.martinez@mcintyre-james-and-mcneil.co"," +1 479-489-4450","","","","2025-10-12 14:28"
"282622301887","Kimberly","Flores","kimberly.flores@lee-johnson.org"," +1 363-573-7108","","","","2025-10-12 14:28"
"282619995846","Melissa","Rodriguez","melissa.rodriguez@williams-glass.biz"," +1 272-483-7798","","","","2025-10-12 14:28"
"282541712102","Charles","Hall","charles.hall@deleon-plc.co"," +1 503-223-7484","","","","2025-10-12 14:28"
"282679959268","Steven","Adams","steven.adams@stokes-chavez.biz"," +1 550-213-7882","","","","2025-10-12 14:28"
"282675567301","William","Garcia","william.garcia@gay-llc.com"," +1 503-535-7807","","","","2025-10-12 14:28"
"282675567300","Matthew","Walker","matthew.walker@cohen-compton-and-perez.com"," +1 310-443-7248","","","","2025-10-12 14:28"
"282618197722","Mark","Thomas","mark.thomas@cox-brown.com"," +1 572-302-7018","","","","2025-10-12 14:28"
"282614153937","Dorothy","Adams","dorothy.adams@lucas-case.net"," +1 988-765-4522","","","","2025-10-12 14:28"
"282677363416","Patricia","Martinez","patricia.martinez@barnes-johnson-and-schmitt.co"," +1 353-777-5978","","","","2025-10-12 14:28"
"282614402754","Dorothy","Williams","dorothy.williams@french-rivera.io"," +1 517-652-1546","","","","2025-10-12 14:28"
"282614402753","Robert","Lee","robert.lee@johnson-plc.net"," +1 963-685-7246","","","","2025-10-12 14:28"
"282614402752","Ashley","Flores","ashley.flores@miller-jimenez.biz"," +1 618-487-1536","","","","2025-10-12 14:28"
"282614153939","Elizabeth","Young","elizabeth.young@young-llc.biz"," +1 238-330-9229","","","","2025-10-12 14:28"
"282614153938","Jessica","Campbell","jessica.campbell@figueroa-inc.org"," +1 617-701-4937","","","","2025-10-12 14:28"
"282541712101","Kimberly","Clark","kimberly.clark@dunn-henry-and-brown.com"," +1 780-899-3950","","","","2025-10-12 14:28"
"282669414088","William","Williams","william.williams@cummings-inc.org"," +1 239-512-9071","","","","2025-10-12 14:28"
"282622301886","James","Jackson","james.jackson@williams-glass.biz"," +1 944-506-9022","","","","2025-10-12 14:28"
"282622301885","Daniel","Nelson","daniel.nelson@murray-dunn-and-roberts.org"," +1 969-634-1842","","","","2025-10-12 14:28"
"282549540559","Kenneth","Davis","kenneth.davis@rodriguez-figueroa-and-sanchez.ai"," +1 226-960-5506","","","","2025-10-12 14:28"
"282683554510","Paul","Rodriguez","paul.rodriguez@anderson-ltd.co"," +1 598-665-7078","","","","2025-10-12 14:28"
"282677363415","Susan","Roberts","susan.roberts@schultz-gamble.org"," +1 341-983-5186","","","","2025-10-12 14:28"
"282619995844","Michelle","Mitchell","michelle.mitchell@wilson-lambert.ai"," +1 302-982-4404","","","","2025-10-12 14:28"
"282614153936","James","Young","james.young@vega-browning-and-porter.ai"," +1 965-641-3878","","","","2025-10-12 14:28"
"282549540558","Kenneth","Rivera","kenneth.rivera@poole-plc.io"," +1 303-655-3725","","","","2025-10-12 14:28"
"282683554509","Charles","Robinson","charles.robinson@johnson-black.biz"," +1 718-820-8048","","","","2025-10-12 14:28"
"282681751243","Susan","Adams","susan.adams@newton-ortiz-and-king.com"," +1 855-812-1349","","","","2025-10-12 14:28"
"282622301883","Michelle","Carter","michelle.carter@mueller-stevenson-and-sanchez.ai"," +1 711-841-8242","","","","2025-10-12 14:28"
"282614402750","Anthony","Perez","anthony.perez@smith-nunez.org"," +1 665-609-7815","","","","2025-10-12 14:28"
"282622301884","Michelle","Green","michelle.green@johnson-black.biz"," +1 800-762-6327","","","","2025-10-12 14:28"
"282622301882","Daniel","Ramirez","daniel.ramirez@brown-little.ai"," +1 964-764-6419","","","","2025-10-12 14:28"
"282614402751","Sarah","Lopez","sarah.lopez@hughes-plc.ai"," +1 800-647-9056","","","","2025-10-12 14:28"
"282679959267","Ashley","Rivera","ashley.rivera@moore-and-sons.biz"," +1 499-722-5479","","","","2025-10-12 14:28"
"282619995843","Brian","Scott","brian.scott@jones-inc.ai"," +1 425-902-6313","","","","2025-10-12 14:28"
"282549540557","Ashley","Johnson","ashley.johnson@chambers-mitchell-and-smith.com"," +1 599-545-7624","","","","2025-10-12 14:28"
"282681751242","Joshua","Hall","joshua.hall@calderon-williams-and-bennett.ai"," +1 483-770-1166","","","","2025-10-12 14:28"
"282681751241","Christopher","Sanchez","christopher.sanchez@owens-daniel.net"," +1 475-268-4456","","","","2025-10-12 14:28"
"282677363414","Paul","Rodriguez","paul.rodriguez@moore-price-and-ward.co"," +1 481-247-1893","","","","2025-10-12 14:28"
"282677363413","Sarah","Martin","sarah.martin@brown-little.ai"," +1 458-437-2976","","","","2025-10-12 14:28"
"282614153935","Mark","Garcia","mark.garcia@davis-ward.com"," +1 813-241-8078","","","","2025-10-12 14:28"
"282683554508","Joseph","Baker","joseph.baker@chapman-jackson-and-colon.biz"," +1 942-891-7511","","","","2025-10-12 14:28"
"282614153934","Mark","Miller","mark.miller@guzman-inc.co"," +1 739-668-1251","","","","2025-10-12 14:28"
"282599542519","Andrew","Miller","andrew.miller@collier-jimenez-and-moran.com"," +1 276-751-4492","","","","2025-10-12 14:28"
"282541712100","Edward","Lewis","edward.lewis@romero-mcneil-and-spencer.biz"," +1 828-937-9270","","","","2025-10-12 14:28"
"282619995845","David","Mitchell","david.mitchell@mendoza-white-and-taylor.com"," +1 687-661-5246","","","","2025-10-12 14:28"
"282614153933","John","Perez","john.perez@martin-mcdonald-and-anderson.net"," +1 222-803-4770","","","","2025-10-12 14:28"
"282549540556","Sandra","Lee","sandra.lee@lane-griffith-and-silva.biz"," +1 546-980-7211","","","","2025-10-12 14:28"
"282618197721","Dorothy","White","dorothy.white@martin-mcdonald-and-anderson.net"," +1 649-730-8397","","","","2025-10-12 14:28"
"282614153932","Kevin","Nguyen","kevin.nguyen@jenkins-simpson.biz"," +1 779-736-6183","","","","2025-10-12 14:28"
"282549540555","Jessica","Martin","jessica.martin@taylor-plc.io"," +1 880-796-7046","","","","2025-10-12 14:28"
"282549540554","William","Robinson","william.robinson@martin-ewing.net"," +1 387-252-5262","","","","2025-10-12 14:28"
"282614153931","Kevin","Clark","kevin.clark@morgan-cook-and-jackson.biz"," +1 535-613-5844","","","","2025-10-12 14:28"
"282541712099","John","Robinson","john.robinson@lamb-martin-and-kim.ai"," +1 625-845-4185","","","","2025-10-12 14:28"
"282683554507","Michael","Miller","michael.miller@reid-poole.com"," +1 875-642-6804","","","","2025-10-12 14:28"
"282541712098","Emily","Gonzalez","emily.gonzalez@mcclure-ward-and-lee.io"," +1 934-866-9928","","","","2025-10-12 14:28"
"282675567299","Karen","Torres","karen.torres@wilson-hendricks-and-phillips.co"," +1 894-585-7498","","","","2025-10-12 14:28"
"282618197719","Amanda","Lee","amanda.lee@dean-jimenez.co"," +1 445-472-7484","","","","2025-10-12 14:28"
"282618197718","Linda","Torres","linda.torres@matthews-smith-and-hubbard.net"," +1 453-793-1651","","","","2025-10-12 14:28"
"282549540553","Karen","Nelson","karen.nelson@monroe-carpenter.biz"," +1 307-338-5333","","","","2025-10-12 14:28"
"282614402749","George","Taylor","george.taylor@diaz-fitzpatrick.org"," +1 713-981-3927","","","","2025-10-12 14:28"
"282614402748","Steven","Walker","steven.walker@zimmerman-group.biz"," +1 954-374-2389","","","","2025-10-12 14:28"
"281922239213","Richard","Robinson","richard.robinson@strickland-palmer.biz"," +1 559-513-4728","","","","2025-10-12 14:28"
"282614402747","Richard","Taylor","richard.taylor@jones-figueroa.io"," +1 246-926-8144","","","","2025-10-12 14:28"
"282614402746","James","Clark","james.clark@wagner-simpson-and-cohen.net"," +1 662-906-8699","","","","2025-10-12 14:28"
"282675567298","Donald","Scott","donald.scott@sims-hill.ai"," +1 370-472-9645","","","","2025-10-12 14:28"
"282541712097","George","Torres","george.torres@vaughn-burton-and-garcia.net"," +1 791-685-4981","","","","2025-10-12 14:28"
"282622300921","Michelle","Wright","michelle.wright@martin-ewing.net"," +1 228-604-1444","","","","2025-10-12 14:28"
"282614401785","Lisa","Green","lisa.green@ford-ball.ai"," +1 671-925-3506","","","","2025-10-12 14:28"
"282679959266","Dorothy","Jones","dorothy.jones@scott-mendoza-and-harris.com"," +1 868-242-1508","","","","2025-10-12 14:28"
"282614401784","Nancy","Davis","nancy.davis@diaz-fitzpatrick.org"," +1 501-646-3591","","","","2025-10-12 14:28"
"281678941916","Donna","Moore","donna.moore@mcclure-ward-and-lee.io"," +1 207-978-3615","","","","2025-10-12 14:28"
"282619995842","Steven","Sanchez","steven.sanchez@glenn-jordan-and-beasley.io"," +1 896-750-6425","","","","2025-10-12 14:28"
"282618197717","Brian","Green","brian.green@wilson-hendricks-and-phillips.co"," +1 449-305-5941","","","","2025-10-12 14:28"
"282675567297","Kenneth","Taylor","kenneth.taylor@durham-thomas.org"," +1 718-701-5114","","","","2025-10-12 14:28"
"282549540552","Melissa","Rivera","melissa.rivera@lamb-llc.org"," +1 318-368-6096","","","","2025-10-12 14:28"
"282677363411","Richard","Martinez","richard.martinez@rangel-llc.com"," +1 226-248-5011","","","","2025-10-12 14:28"
"281922239212","William","Martinez","william.martinez@ward-plc.ai"," +1 437-593-3503","","","","2025-10-12 14:28"
"282683554506","Steven","Garcia","steven.garcia@sparks-plc.org"," +1 391-271-2113","","","","2025-10-12 14:28"
"282618197716","George","Young","george.young@holmes-williams-and-wright.co"," +1 271-979-9727","","","","2025-10-12 14:28"
"282549540551","Barbara","Nguyen","barbara.nguyen@frye-hoffman-and-santiago.biz"," +1 472-240-2776","","","","2025-10-12 14:28"
"281678941915","George","Lee","george.lee@jones-figueroa.io"," +1 647-821-9379","","","","2025-10-12 14:28"
"282683554505","Betty","White","betty.white@foster-powers.ai"," +1 425-342-9348","","","","2025-10-12 14:28"
"282681751240","Brian","Young","brian.young@miles-miller.com"," +1 496-879-7561","","","","2025-10-12 14:28"
"282675567296","Mary","Lopez","mary.lopez@smith-garrison-and-thomas.co"," +1 955-541-7745","","","","2025-10-12 14:28"
"282599542518","Susan","Adams","susan.adams@williams-plc.org"," +1 712-606-8517","","","","2025-10-12 14:28"
"282541712096","James","Baker","james.baker@freeman-whitehead-and-mathis.net"," +1 939-318-9797","","","","2025-10-12 14:28"
"282681751239","Matthew","Garcia","matthew.garcia@hoffman-baker-and-richards.biz"," +1 766-501-6925","","","","2025-10-12 14:28"
"282614153930","Susan","Brown","susan.brown@norris-harrison.co"," +1 794-954-9883","","","","2025-10-12 14:28"
"282681751238","Michael","Brown","michael.brown@lee-ltd.net"," +1 868-754-1241","","","","2025-10-12 14:28"
"282679959265","Elizabeth","Ramirez","elizabeth.ramirez@gilbert-crosby.ai"," +1 331-243-6050","","","","2025-10-12 14:28"
"282618197715","Susan","Baker","susan.baker@bates-ltd.net"," +1 456-883-2684","","","","2025-10-12 14:28"
"282599542517","Betty","Scott","betty.scott@decker-jones.org"," +1 201-512-5700","","","","2025-10-12 14:28"
"282549540550","Emily","Carter","emily.carter@boyd-llc.com"," +1 627-821-4697","","","","2025-10-12 14:28"
"282614153929","Matthew","Roberts","matthew.roberts@washington-harris.co"," +1 799-913-1320","","","","2025-10-12 14:28"
"281678941914","David","Clark","david.clark@andrews-group.com"," +1 698-693-4502","","","","2025-10-12 14:28"
"282683554504","Christopher","Lopez","christopher.lopez@bennett-webster.com"," +1 700-418-6813","","","","2025-10-12 14:28"
"282675567295","Andrew","Williams","andrew.williams@griffin-padilla-and-miller.ai"," +1 556-746-8018","","","","2025-10-12 14:28"
"282599542516","John","Rivera","john.rivera@walton-decker.biz"," +1 847-261-4750","","","","2025-10-12 14:28"
"282599542515","Carol","Campbell","carol.campbell@jimenez-group.net"," +1 960-955-4228","","","","2025-10-12 14:28"
"281922239211","Daniel","Thompson","daniel.thompson@hoffman-baker-and-richards.biz"," +1 819-471-1711","","","","2025-10-12 14:28"
"282681751236","Paul","Campbell","paul.campbell@ryan-plc.io"," +1 451-368-8573","","","","2025-10-12 14:28"
"282614401783","Patricia","Brown","patricia.brown@sparks-plc.org"," +1 799-689-9238","","","","2025-10-12 14:28"
"282681751237","Margaret","Lopez","margaret.lopez@phillips-group.co"," +1 486-674-5092","","","","2025-10-12 14:28"
"282679959264","David","Mitchell","david.mitchell@richards-carson.org"," +1 653-765-8007","","","","2025-10-12 14:28"
"282675567294","David","Wright","david.wright@ball-harmon-and-lambert.ai"," +1 744-201-6310","","","","2025-10-12 14:28"
"282541712095","Anthony","Nelson","anthony.nelson@marshall-elliott.org"," +1 589-894-3851","","","","2025-10-12 14:28"
"282683554502","Joseph","Lopez","joseph.lopez@guerra-inc.io"," +1 913-731-8611","","","","2025-10-12 14:28"
"282669414087","Paul","Carter","paul.carter@stein-silva.com"," +1 948-907-4295","","","","2025-10-12 14:28"
"282622300920","Richard","Sanchez","richard.sanchez@lam-llc.co"," +1 537-486-2137","","","","2025-10-12 14:28"
"282622300919","Karen","Green","karen.green@cochran-adams-and-cobb.biz"," +1 720-824-4258","","","","2025-10-12 14:28"
"282614401782","Jessica","Mitchell","jessica.mitchell@leonard-and-sons.io"," +1 775-752-5304","","","","2025-10-12 14:28"
"282614401781","Jessica","Martinez","jessica.martinez@murray-campbell.net"," +1 872-905-1090","","","","2025-10-12 14:28"
"282549540549","Daniel","Jones","daniel.jones@collier-jimenez-and-moran.com"," +1 451-579-5669","","","","2025-10-12 14:28"
"282619995841","James","Thompson","james.thompson@barnes-estes-and-barrera.net"," +1 506-972-7389","","","","2025-10-12 14:28"
"282614153928","George","Brown","george.brown@gray-johnson-and-rosales.com"," +1 890-870-2612","","","","2025-10-12 14:28"
"282683554503","Susan","Robinson","susan.robinson@lamb-llc.org"," +1 917-463-7043","","","","2025-10-12 14:28"
"282675567292","Matthew","Moore","matthew.moore@maddox-valencia.co"," +1 665-851-6977","","","","2025-10-12 14:28"
"282669414084","Patricia","Davis","patricia.davis@warner-carr-and-archer.co"," +1 357-843-3621","","","","2025-10-12 14:28"
"282619995840","Melissa","Wright","melissa.wright@chambers-mitchell-and-smith.com"," +1 818-426-8999","","","","2025-10-12 14:28"
"282549540548","Amanda","Martin","amanda.martin@monroe-carpenter.biz"," +1 827-870-9666","","","","2025-10-12 14:28"
"281922239208","Kimberly","Adams","kimberly.adams@johnson-harper-and-warner.ai"," +1 477-831-9817","","","","2025-10-12 14:28"
"281678941910","George","Scott","george.scott@duran-obrien-and-gibbs.org"," +1 878-936-8973","","","","2025-10-12 14:28"
"282683554501","Linda","Jones","linda.jones@washington-jones.net"," +1 611-704-2213","","","","2025-10-12 14:28"
"282677363410","John","Allen","john.allen@vaughn-burton-and-garcia.net"," +1 444-486-8953","","","","2025-10-12 14:28"
"282675567293","Nancy","Miller","nancy.miller@gray-johnson-and-rosales.com"," +1 455-397-4116","","","","2025-10-12 14:28"
"282669414086","John","Harris","john.harris@freeman-whitehead-and-mathis.net"," +1 591-811-8668","","","","2025-10-12 14:28"
"282669414085","Dorothy","Garcia","dorothy.garcia@white-llc.net"," +1 537-891-9742","","","","2025-10-12 14:28"
"282618197714","Sarah","Hernandez","sarah.hernandez@strickland-palmer.biz"," +1 919-311-7267","","","","2025-10-12 14:28"
"282618197713","Margaret","Moore","margaret.moore@armstrong-andrews.org"," +1 246-204-6464","","","","2025-10-12 14:28"
"282614401778","Kenneth","Flores","kenneth.flores@rangel-llc.com"," +1 544-296-4848","","","","2025-10-12 14:28"
"282599542514","John","Hall","john.hall@richards-carson.org"," +1 353-759-1590","","","","2025-10-12 14:28"
"282599542513","John","Williams","john.williams@maddox-valencia.co"," +1 878-434-5741","","","","2025-10-12 14:28"
"282549540546","Melissa","Miller","melissa.miller@rodriguez-figueroa-and-sanchez.ai"," +1 893-959-9935","","","","2025-10-12 14:28"
"281922239209","Donald","Moore","donald.moore@ali-plc.com"," +1 942-804-9595","","","","2025-10-12 14:28"
"281678941913","Robert","Johnson","robert.johnson@pacheco-smith.co"," +1 296-424-4811","","","","2025-10-12 14:28"
"281678941911","Amanda","Jackson","amanda.jackson@martinez-inc.co"," +1 441-479-6502","","","","2025-10-12 14:28"
"282679959263","Joshua","Adams","joshua.adams@zimmerman-group.biz"," +1 530-677-8238","","","","2025-10-12 14:28"
"282622300918","Matthew","Smith","matthew.smith@duran-obrien-and-gibbs.org"," +1 600-472-8454","","","","2025-10-12 14:28"
"282614401780","Richard","Jackson","richard.jackson@ali-plc.com"," +1 433-570-3939","","","","2025-10-12 14:28"
"282614401779","Thomas","Garcia","thomas.garcia@bailey-peck.net"," +1 682-220-9837","","","","2025-10-12 14:28"
"282614401777","Ashley","Lewis","ashley.lewis@figueroa-inc.org"," +1 218-296-5820","","","","2025-10-12 14:28"
"282614401776","Linda","Robinson","linda.robinson@brown-copeland.io"," +1 337-676-9702","","","","2025-10-12 14:28"
"282614401775","Susan","Nelson","susan.nelson@ryan-plc.io"," +1 474-919-2169","","","","2025-10-12 14:28"
"282549540547","Deborah","Roberts","deborah.roberts@lee-kelly-and-norman.ai"," +1 734-697-4919","","","","2025-10-12 14:28"
"282541712094","Kevin","Perez","kevin.perez@sullivan-bowman-and-roberts.ai"," +1 839-522-3041","","","","2025-10-12 14:28"
"282541712093","Karen","Robinson","karen.robinson@dean-jimenez.co"," +1 524-970-2188","","","","2025-10-12 14:28"
"281922239210","Elizabeth","Wilson","elizabeth.wilson@watts-robinson-and-nguyen.biz"," +1 982-545-2674","","","","2025-10-12 14:28"
"281678941912","Lisa","Martin","lisa.martin@carroll-sullivan-and-bass.com"," +1 446-260-4946","","","","2025-10-12 14:28"
