LeadExternalId,AccountExternalId,FirstName,LastName,Title,Company,Email,Phone,Status,LeadSource,Country,CreatedDate
9649d255-4bc2-4f9e-9d01-a72d2d49d3bf,75e59505d1291302a5a105ae27ece9718a305fb497d08f9d8078271d2af318e3,Christopher,Bolton,Data Engineer,Robertson-Morales,christopher.bolton@barrett-rivera.com,001-432-661-6453x9184,Closed - Not Converted,Phone Inquiry,Latvia,2025-09-27
ff32fc36-e52b-4f68-9d99-4644e6076e54,b94fa1e7bf3e95847e93ab09809d3a09a659948fbb7f6a3dd21fb93252517e5b,Allison,Macdonald,Manager,"Williams, Reid And Jackson",allison.macdonald@williams.biz,697.064.0215x4351,Working - Contacted,Web,Benin,2025-06-11
9b41439b-3f6d-4ace-8de1-c37267d6c025,3f14664228522be6e49b62cfc59efdba4bbd707ed0fc87154ccbc6cb9dcad404,Christopher,Roberts,Engineer,Coleman-Collins,christopher.roberts@smith.com,338-451-9875,Closed - Converted,Phone Inquiry,Togo,2025-02-06
7fdc904e-0b2d-40a4-a5ad-c78e0d818a9c,764c0cd9ec6421c0fab308ab06d99a510b9a89df3c8f874ac698cfe2cdd6328b,Christine,Lang,Data Engineer,Kennedy LLC,christine.lang@perez.com,+1-714-035-1802x763,working - contacted,Trade Show,South Africa,11/29/2024
c74db419-2959-4596-b25c-bee3f1d0c9a4,43115ece60a9c5c93c6c65f45b14addffcb8bb87ba4fe8c2c1925dcca4ffe36b,Jo,Elliott,Engineer,Collins LLC,jo.elliott@miranda.biz,306.952.9862,Closed - Not Converted,Advertisement,Croatia,11/18/2024
df74e7ed-ac54-49be-8363-34a4b442a820,7190eaedd0e38423ec1354e4c047dd8802c558efd00dd8a7a50cce75253560c4, Emily ,Simmons,Manager,"Davis, Tate and Weiss",emily.simmons@francis.net,,Working - Contacted,Phone Inquiry,Maldives,2025-05-16
1cb0cf5c-ae8c-4e6e-b69e-1041a862006c,56f84d7d85b8910b801fb8cf0d2c20106171f5a0a7a34f1df318716a8070ba2d,Brittany,Richardson,Director,Peterson Ltd,brittany.richardson@larson.com,875.650.2289x3432,Working - Contacted,Partner,Belarus,2025-09-08
ad85d55c-5c29-4e9e-8c0e-39f8253a2145,8b750293d09f66f097a1c00308ae3e465ea1c8c4fa52fc64324cc201377980b8,Steven,Blackwell,Director,Johnson Group,steven.blackwell@reynolds-wood.com,+1-467-888-5370,Open - Not Contacted,Web,Tonga,2025-01-17
d1175735-abd3-4d78-98af-21157e9dcc28,7ef5df904b49a16c63944df95ba41ed760461a2e85c729b9f08063b8a88547de,Roberto,Vance,Data Engineer,Johnson-Moore,roberto.vance@hart-bond.com,2042493178,Closed - Not Converted,Trade Show,Dominican Republic,2024-10-14
25557e04-d4c1-4d04-bf9b-900dd22c4ab5,9d876bd71740cfa5224cfe8df2e38ea3e71441b319c3723ac1f7b5f045df4a66,James,Pena,Manager,"Hall, Russell and Harrison",james.pena@tran.com,,working - contacted,Referral,Sri Lanka,05/27/2025
19854e22-ada8-4967-972c-8fdca0ab623f,3b6ecfdfee21ec35ebca319cee6faec713bcdfa7c755cfd713a24fd6a9376067,Samuel,Thomas,Director,Banks-Sanders,samuel.thomas@long.com,001-732-364-2847x60633,Closed - Not Converted,Advertisement,Czech Republic,2024-11-08T21:30:23Z
1822ca21-787e-4c41-89ef-f776e3567104,6ee3ef6b05cdd8c2396b71cb567ddace009d21e0a298647e0aa6af911eaaa62b,Kevin,Smith,CTO,Reyes-Burke,kevin.smith@hughes.biz,001-437-492-1212x403,Working - Contacted,Web,Denmark,2025-02-18T21:30:23Z
571746ce-f921-4865-914d-3854b3ac3ff1,728f752f18846a0e11f441de05a74fc213c2bed5c7734b67f2b0d815dc99ab01,Brian,Rios,VP,Mueller PLC,brian.rios@brady.biz,001-908-139-7824,Open - Not Contacted,Phone Inquiry,Anguilla,2025-07-09
44d4188b-d925-409f-8f7a-e71ba86f0ae8,ac2d082c4605f4dcdb0acb991a5e9358afa346694e216e2b5136118cd34df201,Nicholas,Wood,Analyst,Marquez-Grimes,nicholas.wood@french-bishop.com,2057735259,Closed - Converted,Referral,Nicaragua,2024-12-15
f4f6ba6c-1b52-4838-b731-0fa73fda9ca1,e842738a65daa3fca9684b114d46b143cb2bc3868363bc9e09831ee3a19dde19,Shawn,King,Manager,Gray Group,shawn.king@brady-burns.info,001-538-973-6787x41990,Working - Contacted,,Micronesia,2024-12-19T21:30:23Z
3964b4b2-0a9d-4d3e-84da-97a2b82b5b61,53d5b58cbb3b2da5354ceb49a131c10ef65eae931ea4ebc1170978069c6484b6,Joshua,Ward,VP,Stephens Ltd,joshua.ward@miller.com,953-195-8374x963,Closed - Not Converted,Partner,Palau,07/20/2025
48425987-1dc9-473e-80db-783edd867aea,37bd1940a6d9924f6179657fd4921c0fff6e6d391d57a94cccfd4a9b6d02fd76,Jeremiah,Parks,Director,Pierce-Diaz,jeremiah.parks@allen-stewart.com,001-836-518-8990,working - contacted,Referral,Guinea,2025-08-12
40126367-d751-4e32-be4d-f469dd7940d7,de7b399def562b48de729ef87e3066896ed1a1c4082b1b6f3bccb16c610eeddd,Dwayne,Rodriguez,Analyst,Jones-Williams,dwayne.rodriguez@lang.net,001-910-233-2083x8403,Working - Contacted,Web,Kiribati,2025-04-24
42b082ff-f676-4074-8825-ef6fcc64afab,2f9cc8e86328103217b5c2dfceaddc6a6fbe096592cb9b3216aea7fd0c980d60,Lee,Hebert,Data Engineer,"Hamilton, Johnson and Cantrell",lee.hebert@peterson.com,7247369766,Closed - Converted,Partner,Romania,2024-12-18T21:30:23Z
098ecfc3-c5ee-420f-a5c4-e824092a5ae6,5202c7c565915cf075058337c2a096ee5602682aa34578d3062b93a056afbcb6,Robert,James,Engineer,Arnold-Mills,robert.james@davis-barnett.com,001-291-688-4493x0590,Closed - Converted,Advertisement,Dominican Republic,2025-09-13T21:30:23Z
5e5a8219-3686-4279-956d-0c1587e79562,0f12bcea030feabab58ccb3d20df25a54227783b7b9b6a431e577802e9f0fcb7,Jennifer,Fernandez,Director,Lara-Holden,jennifer.fernandez@cook.com,(190)618-1408x22543,Closed - Not Converted,Trade Show,Montserrat,2025-01-26T21:30:23Z
c2816daf-9ab4-4704-96b7-63f42b6db0f3,fa1e85d17f4b13d0c6ed138ab75dc55147f8b982db656df6fbb8dbb98fd2dd94,Brian,Jones,VP,Elliott Ltd,brian.jones@horton.biz,(249)768-7432,Closed - Converted,Partner,Comoros,2025-06-11T21:30:23Z
f9cfb768-f566-4852-9488-42418afb43d5,916de2c0ede94948db19152db155efd7a8274ba551eda3143f8b034e156223f6,Gregory,Hernandez,Engineer,"Gill, Jones And Smith",gregory.hernandez@hanson.com,+1-964-134-8278x8908,Closed - Converted,Phone Inquiry,Yemen,06/12/2025
aa264c74-108a-4bf2-b0a5-cf2752bc9f9d,c05a41448be18ad01edadbf11b4216d6954821379da28f0d951af7dbf0a2a32d,Charles,Conner,CTO,"Davis, Hooper and Robinson",charles.conner@jones-brown.biz,(159)675-0176x0527,Working - Contacted,Partner,Burkina Faso,2024-12-22
ed228dde-bcd2-4d5d-b889-7688ab49f5e3,cc3d5540fa3aa5f7f8e1c71799246d93b8c3f93c7a984c45573ad6d2563037fe,Stacey,Adams,Director,Lang LLC,stacey.adams@walker-parker.com,983-530-6107,Open - Not Contacted,Phone Inquiry,Czech Republic,07/01/2025
787b9f70-1288-4ceb-9cdb-c06526065254,d7b966f613bf2623fa2e72136670e662f21412f2cb579e47d32e6ee9030fda79,Shane,Thompson,Analyst,"Le, Morgan and Miller",shane.thompson@estrada-myers.com,676.571.1364,Closed - Not Converted,Web,Iraq,2025-06-25T21:30:23Z
85b4bd63-ba0c-48d6-b0d5-cbb94cbb2794,f4c5874e5d078816ca0651ffb383a190da4c2cfbe9a32f1facf8bef9b56ed603,Carol,Williams,VP,"George, Jacobs and Calhoun",carol.williams@flores.net,379-053-8650,Working - Contacted,Partner,Israel,2025-08-11T21:30:23Z
4d93330b-fda0-4ed7-a412-0c8d899edbec,ac8a5c73a1f2d81226c0e34900b266302c7662c2206ecfb2920b0087014c9400,Kevin,Juarez,Data Engineer,Ross-Anderson,kevin.juarez@ramirez-greene.org,572-680-0413,Open - Not Contacted,Web,Malaysia,08/14/2025
d31b6d56-37bf-4de1-a885-898195adeadc,ee53ec76f217c6e0699bb0bb04c28f0a93eecdc4de238036864353d45a00bf74,David,Keith,Data Engineer,Hall Group,david.keith@hardy-jones.com,096.322.3394x982,working - contacted,,Ghana,2025-02-28
7a4f4340-86e0-4c0c-9792-79f687dc70ad,31ddb0de5a44cef21646affe86fd1fb848249624e862c21b970a6aa38336533f,William,Mullins,Analyst,"Shaw, Robinson And Dunn",william.mullins@long.com,046.588.8392x1918,working - contacted,Web,Nicaragua,2024-11-06
12188be8-067f-4259-b1f5-8f1e85086766,2bd48cf5bdc1a1ed80c6c67f803e8973f80b967919a9d3b2d418fb592c3646ce,James,Snyder,Analyst,"Stevenson, Mcintosh and Kelly",james.snyder@campbell-hamilton.com,522.130.3189x59889,Open - Not Contacted,Web,United Kingdom,2025-05-18
c569c7aa-1f0c-429a-91ec-1e3f2bb3164e,c59661d8fc0c02a4ffd64e37ce5ef69258188c83cddf1f81911666a0066de28b,Anthony,May,Engineer,Lynn-Davidson,anthony.may@cox.biz,637-795-2074,Working - Contacted,Partner,Lithuania,12/09/2024
b6e1e682-b7e6-434d-9031-e6cc152b9dc2,df8cdb73aceac5131fda1e6bf71eecdd6836acf23108750a02d094ec94dd2a01,Shelia,Romero,Manager,"Peters, Eaton and Espinoza",shelia.romero@campbell-ramos.biz,001-794-844-6315x76277,Closed - Not Converted,,Korea,2025-09-07T21:30:23Z
2372d0b7-4bce-4431-a9e2-26f0ee66542b,394466a3ea4250c5e92628132634bd2fa9794b9c28ddb832463faff26b2c7106,Kathryn,Crane,Director,Morrison Ltd,kathryn.crane@patrick.net,001-324-086-5042x1168,working - contacted,Advertisement,Cambodia,2025-10-02
71892716-139c-4e05-a395-fc0cde8f4485,8b1da88ab7d80170f3990ee4ab9af98fc363b354ba3ada79ce38b9d5146fa509,Richard,Silva,Manager,Sims Group,richard.silva@jones.com,795.971.7094x427,Closed - Not Converted,Phone Inquiry,Cape Verde,2025-08-05
04dbdcf4-c3fd-44f7-b841-1edf03589477,18d0d801a0c602421aecc312e2acffd044759cc7f82f40a506d39d990f0abcf1,Amber,Garcia,Data Engineer,"Miller, Robinson and Harris",amber.garcia@martinez.com,981-104-7605x84543,Open - Not Contacted,Advertisement,Ecuador,08/08/2025
da6f3cd7-d638-4bce-9d08-8b3fe69d3e3e,adeeaefee5af7329683dfa928e8ef16f03ad3e5be1f16f4fd3b54bca061ba3c3, Melissa ,Coleman,Director,Baker-Singleton,melissa.coleman@howard-hamilton.net,601-648-7033,Open - Not Contacted,Advertisement,Turkey,2025-03-06T21:30:23Z
d4f01a10-5da4-40a6-9ff9-f371656e567d,ef593a42330cfa77178749f0125193531ba92169570b2f7d6a81f5533da8a7ce,Stephanie,Jones,Data Engineer,Garcia-Avila,stephanie.jones@wallace.org,372-152-8880,Working - Contacted,,Dominican Republic,2024-10-25T21:30:23Z
7013937d-a114-4157-8225-d6a9ce26294c,b48c5c8bbd4f6541a949648f5e2bbc219e9866277759c7aec04209331c342a4c, Perry ,Henderson ,Data Engineer,Copeland Inc,perry.henderson@potts-cox.com,942.224.9082x74778,Closed - Not Converted,Advertisement,Macedonia,2024-12-26T21:30:23Z
dd26bac1-b81e-4121-8b48-9bdf24988be8,4418f169d7f085e49adf8f4e403552a0be65f452b2c1d0aae0746c38cb92c2ff, Melinda ,Hughes,CTO,Mcdonald-Long,melinda.hughes@johnson.info,4951934615,Closed - Converted,Phone Inquiry,Vietnam,05/18/2025
515caa92-e2ff-433b-9c88-86cd908632f1,ff6a46927eed604fc21c89e1a00c8646fea2d7a6bb6ed8577b03513bb4d9174e,Tina,Reyes,Engineer,White PLC,tina.reyes@hall.com,991-209-0714,Open - Not Contacted,Web,Bahrain,2025-09-18T21:30:23Z
52636329-4434-461a-8935-975298e26f57,819d5163e824c3fe8b81894249169208ed722ad52a7ffbea82c4694a8eaf46a6, Alexander ,Nelson,Data Engineer,"Flores, French And Thompson",alexander.nelson@lewis.com,817.538.7806,Closed - Not Converted,Trade Show,Senegal,2025-06-15
bd62f983-3470-4121-a0a3-cd79496704d8,7ceca1c1caac3c387a971b656b90a93a7c151e321838d15715211bb06a15bbf3,Jose,Miller,Director,Fox Group,jose.miller@fuentes-giles.com,639-224-9306x759,Open - Not Contacted,,Honduras,11/01/2024
d9ea742b-1e13-43ff-9593-9f4eac57d350,d6b362453ada9edc3093c6e4f8638419ebc6ede380945f916b87957f4dc4ebd9,Emily,Hughes,Manager,Dennis PLC,emily.hughes@dunn.net,001-361-332-5929x891,Working - Contacted,Trade Show,Mexico,09/19/2025
88e4832a-8eb1-4d96-985e-b2b6b87e9eec,3adabc38d543cadb9fe4a9376127ba48ad6b824add60e6b38fab40fac1671aa1,Kimberly,Aguirre,Data Engineer,Hernandez Group,kimberly.aguirre@powell.biz,5883933171,working - contacted,Phone Inquiry,Lebanon,02/01/2025
174587b8-3206-43dd-9995-4d904e80a729,8b750293d09f66f097a1c00308ae3e465ea1c8c4fa52fc64324cc201377980b8, Jeff ,Fox,Director,Johnson Group,jeff.fox@reynolds-wood.com,533-113-0568x1356,working - contacted,Referral,Tonga,04/12/2025
f322159d-1388-4337-9cda-06b50933588c,a39bd76b3dcc9ae33263cc764d2764d1beb872d18a8f264989e0b6024806bf16,Gail,Morales,Director,Robertson-Smith,gail.morales@davis.com,108.384.7210,Working - Contacted,Trade Show,Tonga,2025-03-18
a7623bdd-91cc-4c0b-b102-a0979609186c,83fa1e67210f6f5725b88795182f2f9b7484311a462e6603b93c9b4561391e83,Chad,Love,CTO,"Chavez, Brown And Parker",chad.love@roach-jefferson.org,001-577-918-8422x91742,Closed - Converted,Trade Show,Zambia,2025-09-08T21:30:23Z
655c643b-0c67-424d-99cb-d145847b1543,6ee3ef6b05cdd8c2396b71cb567ddace009d21e0a298647e0aa6af911eaaa62b, Tiffany ,Woods,Manager,Johnson Group,tiffany.woods@hughes.biz,443.944.0367x3564,Closed - Converted,Phone Inquiry,Denmark,2024-11-24T21:30:23Z
73f1ce98-aef7-416f-b66a-6232c644f252,155561b086053430e6a00478ef8efcc7e1f2ca69d0109e365a07f12250d248fb,Brittany,Ballard,VP,Benson LLC,brittany.ballard@johnson-wilson.net,+1-054-095-0242,Open - Not Contacted,Web,Spain,11/09/2024
f10c1c4a-4437-46cb-b20f-03040a988726,59223fe5bb1842a27f641217e38acb32e7f81a1f18587f5d40ffb7242e9d90f9,Ian,Larsen,Director,Pace and Sons,ian.larsen@martinez.net,+1-665-627-7472,Closed - Converted,Trade Show,Zimbabwe,10/09/2025
82d97c14-1780-4f27-bcc1-9efce265b6ab,d76954ff5e386b692e931dc61739b14d98a500db9bd19a63fffa44b91a93a20a,Robert,Armstrong,Manager,"Nguyen, Rodriguez and Dunn",robert.armstrong@wilkinson.com,368-485-2941x92639,working - contacted,Phone Inquiry,Bahamas,2024-11-13T21:30:23Z
b2d70f1d-75cc-40c4-9d5e-3e117004f2f8,e202e3f42e637d45795e4c8ba24dd7b2b7934804bf78c9accdb6c1ff59bce262,Ashley,Williams,CTO,Smith LLC,ashley.williams@owens.com,579.787.0479,Working - Contacted,Advertisement,Netherlands Antilles,12/12/2024
84b2df1c-de8f-4802-af7e-01575106baaf,dd015fce5ad0a4a646630e41a2b492fad90330a811f2e863c76c305f54f6499b,Gary,Stevenson,Data Engineer,"Anthony, Collins and Ford",gary.stevenson@andersen-cline.net,+1-745-148-5038,Open - Not Contacted,Partner,Turkey,06/22/2025
7361e629-b9c9-45a0-bceb-8e6e1a005006,96f890f96352fbb3b779e65845397da2a7bd78e71286c7e81fd3005737fe4614,Nicole,Fowler,Engineer,"Mccoy, Pitts and Robinson",nicole.fowler@wilson.com,(212)347-2550x58502,Working - Contacted,Partner,Samoa,2024-10-23T21:30:23Z
5be3fd34-d1ff-4f82-a704-69cd207febf8,95a470c91c7a714c54b8a4152ac03bec85d570d1fae2bf6c68120b1b0b0eeb14,Dylan,Ashley,Director,Lopez Inc,dylan.ashley@shaffer.com,387.555.9054,Closed - Converted,Partner,Namibia,2025-03-04T21:30:23Z
81dcf207-41ee-4cbe-9e15-21cbc9bf30da,1025ef52d78f5d8843d87069a5b4b8a138cee32c68af15c5668b40331a920e7a,Clayton,Guerrero,Director,Miller-Mcknight,clayton.guerrero@ochoa.org,(154)094-1795,Closed - Not Converted,Web,Burkina Faso,2025-07-21T21:30:23Z
abf75042-cf44-45ae-ab92-ae3e8d352781,9d876bd71740cfa5224cfe8df2e38ea3e71441b319c3723ac1f7b5f045df4a66,Gregory,Lee,Engineer,"Hall, Russell and Harrison",gregory.lee@tran.com,695-975-3949x7788,Open - Not Contacted,Partner,Sri Lanka,2025-04-04T21:30:23Z
24fbe218-dfdf-404a-846b-0fa5fff8bb8c,e211041270abd6fd6d479e76dcfeb1fa3f768fe731921409ed3179cfb7958e9b,Joel,Nixon,Engineer,Herring LLC,joel.nixon@schmidt.com,(678)734-8065,Open - Not Contacted,Web,Bosnia and Herzegovina,2025-02-25
34a3dc90-d92f-4a20-9f3d-c6223d2c9f08,9ee5f068321cd9ee2f4671cb3d661cb20acc0f6071b52b3315ebc36f69f2d6fb,Andrew,Osborn,VP,Peterson-Romero,andrew.osborn@robles.org,001-331-270-5169x2058,Open - Not Contacted,Trade Show,Turks and Caicos Islands,03/20/2025
3d53f4c6-6679-4b13-8e0a-870a4f1a523a,a2a70b76cb1fa16b127acb577afe8036fa11f5b5b9377164c1e083fabdd4be1e,Ashley,Foster,Manager,Alvarez-Smith,ashley.foster@smith-avery.com,001-952-286-3851x104,Working - Contacted,Trade Show,Spain,2025-02-27T21:30:23Z
6d5e41ec-7cb6-4ffe-a36a-d3c71ccf1f16,af873aa5e2c573b3bcb3d5dcac7c866e50251f9caa1756a99f6786a118e35108,David,Burns,Manager,Singleton and Sons,david.burns@graham-hale.info,821.091.5766x22951,Closed - Converted,Advertisement,Germany,2024-11-03
d9e45ad7-d360-4d6e-b8bc-2ed903867c2e,ee6beef430ec28d1ac02c96772b0d9cc5dfba323b7168b1dac9a43da36b74444, Mackenzie ,Norris,Director,Molina Inc,mackenzie.norris@yu.net,(575)243-5359,Open - Not Contacted,Partner,Estonia,01/22/2025
b34efb55-397c-4243-b00b-c49e2b3f4778,990bf37353a236bb8df172bd508f916f28fd00ec4ae9cdb7cfe00201a93598cd,Gary,Johnson,Director,White-Perez,gary.johnson@dickson-anderson.info,001-864-232-2254,Closed - Not Converted,Trade Show,Wallis and Futuna,11/01/2024
bef07fd2-0c8f-4cd6-81a5-cf6911d9de47,8c33fd2b66ca61e0430a8fb72e636cc64c52eb890f8a0369ae7fc050211a954c,Mark,Hudson,Data Engineer,Brown and Sons,mark.hudson@parker.com,558-121-4301,working - contacted,Advertisement,Papua New Guinea,08/14/2025
31c88f21-3bd2-40ea-bc84-566611d2b8ad,d6918f2d05085036de0531df2bb37481383e0ae60d4e373c9a508683e6c927c8,Darren,Ray,Manager,"Smith, Smith and Mitchell",darren.ray@hayes.biz,001-881-228-8092x903,working - contacted,Trade Show,Andorra,06/18/2025
d40726a8-8941-442d-9e87-a70e06e59725,4093ceb25430d9b0913400576a15795b92582365a5f6c51f41db4ad2da6c7cb5,Michael,Howard,Engineer,Davenport-Flores,michael.howard@phillips.com,+1-867-902-4525x6130,Closed - Not Converted,Partner,Palau,2025-05-14T21:30:23Z
ca34eaa7-d6e3-40a7-9370-0fd95a3ba25b,1d29dae1eecefad6882d4fba701e0869c7f19642d36f9f119e902a9e1af2f375,Karen,Harris,Director,Robinson-Mccoy,karen.harris@ross-daniels.com,(572)542-5710x2082,Closed - Converted,Trade Show,American Samoa,2025-03-05
a2e94c3f-031e-4c17-ba50-fa9dd53cecb0,07f25ad59984d845ae7f208d69460c547738ab3c77114574c366fd0b8a582065, Krystal ,Dean,Director,Salinas LLC,krystal.dean@gonzalez-russell.net,029.188.6906x121,Working - Contacted,Phone Inquiry,Japan,2024-12-18
8d04fd9e-59ef-4ade-88ec-b10d577d3a5c,a8b894ab43eab77a0f9941da9371f2af8949a14aa704c1536c83445235085b84, Justin ,Simon,Director,Henderson PLC,justin.simon@murphy.org,001-260-680-9474x553,Closed - Converted,Trade Show,Saint Helena,2025-03-20T21:30:23Z
af82421f-e957-4968-abef-ffb4232823d7,92c635d550bd791c62c3cb6ee294ccb5b283b170291480a6deab141d9544643e,Debbie,Jones,Manager,"Freeman, Bradshaw and Graves",debbie.jones@patterson-daniel.com,470.428.2210,working - contacted,Advertisement,Chile,2024-12-06T21:30:23Z
2805dd60-cd30-4c44-bbd1-2df9d73e3fd0,a5a2650194984d84ccec466bd9400d87aaf36f090e85009a25991324ddea8071,Marc,Jenkins,Analyst,"Macdonald, Harvey and Stevens",marc.jenkins@gutierrez.com,700.604.1633x585,Working - Contacted,Phone Inquiry,Reunion,2024-11-06T21:30:23Z
15ea4a37-2b96-4ff0-97a2-80bcb09678ec,e842738a65daa3fca9684b114d46b143cb2bc3868363bc9e09831ee3a19dde19,Thomas,Murillo,Data Engineer,Gray Group,thomas.murillo@brady-burns.info,(946)442-7691x215,Closed - Not Converted,Web,Micronesia,2025-04-19
9ea5a0d6-382a-4c2c-ad43-ced1d19ffe7b,29e7789920bd583475da5a397977b4e24124f09ea2a844aebde92b39e72017ee,Tiffany,Stone,CTO,Hunter and Sons LLC,tiffany.stone@anderson-curry.com,(637)208-2311x5494,Open - Not Contacted,Partner,Cape Verde,04/09/2025
f8425b44-d498-4d25-95df-aae08a13b9f4,594194275b982f0338ba9744a4cf83fd3199d20ca9738d3e46c43347adc10f31, Tracy ,Williams,Manager,"Peters, Keller and Ross",tracy.williams@jackson-lopez.net,001-745-594-3388x2849,Closed - Converted,Phone Inquiry,Montserrat,2025-09-26T21:30:23Z
bca630ba-1246-4145-af87-10deb5a300c5,c6e798f04bc6a978b78bb3759df4451018e165842d0926d2944eae824d02274b,Christine,Gonzalez,VP,"Carroll, Grant and Moore",christine.gonzalez@moore.com,6452728136,Closed - Converted,Trade Show,Turks and Caicos Islands,2025-01-08T21:30:23Z
c3237c65-d26a-4c58-a0a3-d6954d987fd3,e8f7781605b1d5a2b0d4e01c06bcf6d61107ee65cce158684733805f6ac77f67,April,Larson,Data Engineer,Thomas Group,april.larson@stevenson.com,(445)638-6208x04996,working - contacted,Partner,Canada,08/22/2025
f64db12a-060a-46db-b0eb-d59139bce68b,9f8d00bd428bdbc0fc290fc202e7699c4d24bebb1debcc96749879dd963cf08a,Nicole,Powell,Analyst,Harris-Lawrence,nicole.powell@patterson.info,094-842-5897x8919,Closed - Not Converted,Referral,Kuwait,04/01/2025
1b843633-25ee-4531-9763-d8c42f13d9eb,225b2bbb26808d135abb75cd47cedae4c21e0a1e48a6ebb12d4b85312eb05a8c,Dawn,Rios,VP,Mccoy-Flynn,dawn.rios@morris.net,847-228-8094x3583,working - contacted,Trade Show,Lebanon,02/27/2025
cc8e2cce-fb1e-4204-8555-a2af21742243,ef65ca8cab183364d3dad5900d8bcf3448772bf644da10d3d86bdefdf5814770,Lisa,Mcclure,Manager,Anderson Group,lisa.mcclure@johnson.net,723-108-8128,Closed - Converted,,Saint Martin,2024-11-07
c2bf56a4-4a1b-4633-a824-b0ca2c418b5a,a3df49c5b50738cd9e8f69190fc62c7054f73ae608f13fd0500a9a9d745cc279,Andrew,Benson,Engineer,"Bond, Washington and Nichols",andrew.benson@simmons-lewis.com,(855)118-0786,Closed - Converted,Partner,Monaco,10/19/2024
dc33c71b-0eea-40f7-b316-c2ecb8d3effc,202014bf3531c420430704593fcc87e795aaf3b5ccd88aa4c20a36d97397fc83, Sean ,Perry,VP,Ramos Group,sean.perry@olson.com,(473)243-4129x065,working - contacted,Trade Show,Bermuda,12/30/2024
e90b5a3b-db2c-4350-8d76-ff1578db8e65,f7a48626ce22ae71cac3650eea298854bc997df7718d869870ae995185eb23da,Sarah,Reeves,Data Engineer,Paul-Cortez,sarah.reeves@davis.com,0235092637,Closed - Converted,Trade Show,Japan,09/12/2025
ab7bd69e-463f-4d3c-aabc-ea39851e619e,e03a4be970c57e83d57947032fcaa9d4a60dfa63ba1aba587d14efabd2927545,Antonio,Morales ,Engineer,Howard Ltd,antonio.morales@page.com,170.962.0663,working - contacted,Phone Inquiry,Fiji,2025-07-11
5482cfee-e6f5-44b6-bafa-0161ddf7bcb0,ee25a9c7afc7ca22fad62ad217b1b8ed071481439f93ace7e87367bb668ebb91,Christopher,Lane,VP,"Mcmillan, Harris and Fischer",christopher.lane@henry-page.com,+1-695-684-5411x360,Closed - Not Converted,Advertisement,Guadeloupe,2025-03-14
e15a6894-99f1-4f5e-989e-0bc2a6feb97b,1ded0735939ba7e58581469b2a5f80c228633f9a5b33632b69a0cf57c21c3715,James,King,Manager,"Frazier, Ryan and Wallace",james.king@nguyen.org,186-636-3630,Closed - Not Converted,,Philippines,02/26/2025
d3cd0cef-69c5-4d7b-90e6-ee38fdc84d83,c655bd32b0733ba1a6337d8c03227d345cfb3b5bb20073b76a134a1d9cbec445,Donald,Adams,Manager,"Odom, Brooks and Peters",donald.adams@lee.info,178-905-4734x2560,working - contacted,,Belgium,2024-12-03
050d10fc-9368-4702-9a85-e278ef33502f,4d6b59639f7db188b241d47c0132414c99c0f602e18bd8aa3d114431a6b704d2,Rebecca,Wilson,CTO,Hanna Group,rebecca.wilson@burgess.com,647-956-2979x86197,Working - Contacted,,Hungary,03/10/2025
cc2f80db-00ad-4d15-a6c6-c775bd448e5d,9adbc00e3cbe4726ffe4bcb0f742d48fe849e83aedb684c3fc8df4cd5bd002a0,Chris,Jones,Manager,"Garcia, Fox and Collins",chris.jones@bradshaw.com,(519)741-3784x21291,Closed - Not Converted,Partner,Luxembourg,2025-07-07
37838c82-228c-4b30-a50c-183ce8b893a0,f3065f0f10ab8f48724cdd92149a0d59137f902371a79d7a010d194e718a426e,Christine,Villarreal,CTO,"Smith, Underwood and Roberts",christine.villarreal@pope.net,125.588.1349,Closed - Not Converted,Partner,Equatorial Guinea,2025-05-02T21:30:23Z
b69427c2-630e-44c8-9692-bfa2e39acb95,6d3eba206d7bb4a98860b96c48be3f983f1f070c7fe1c53e697fdb8827803ef0,Phillip,Anderson,Data Engineer,"King, Brown And Carpenter",phillip.anderson@reyes-walker.info,7689899614,working - contacted,,Croatia,2025-06-04T21:30:23Z
2b0ac11b-49cf-4769-bb43-d955b63bba00,c452db6d56ba74b8c4bd5669611ff5b87c58f5d250f6288cb4a5bb6ff6fe666a,Deborah,Fernandez,Director,"Andrade, Bailey and Rowland",deborah.fernandez@soto.com,+1-995-253-4082x4607,working - contacted,Advertisement,Qatar,2025-02-06T21:30:23Z
1531b444-2e31-4041-8342-93570afbea5e,048a9738701234fceb9987f2ae9185d9f6463b3d6f84f0a7e9db1f9f020405e9,Ashley,Johnson,Director,"Barrett, Williams And Ramirez",ashley.johnson@hill.org,609.386.1027x5313,Open - Not Contacted,,Sweden,05/24/2025
df48616f-e8ce-426c-9fb2-432a8161de19,3b6ecfdfee21ec35ebca319cee6faec713bcdfa7c755cfd713a24fd6a9376067,Jacob,Estrada,Engineer,Banks-Sanders,jacob.estrada@long.com,+1-635-615-5489x706,Open - Not Contacted,Partner,Czech Republic,2025-09-13
a9b11a9e-b3be-4c22-9f69-99f4531171e3,f2bcc27a46ca475608c26eeebf3b47762f4a0c9036fab6d915a9b21ba8a2ea66,Gloria,Green,CTO,Castillo-Cortez,gloria.green@carr-hill.org,715-870-3491,Closed - Not Converted,,Greece,2025-01-11
